
1,60,1
2,28,15
3,27,5
4,58,6
5,71,10
6,76,14
7,46,15
8,60,7
9,20,7
10,53,7
11,51,2
12,19,11
13,44,3
14,52,15
15,31,6
16,77,4
17,79,9
18,67,3
19,46,14
20,30,5
21,33,15
22,17,16
23,27,5
24,52,13
25,29,15
26,12,3
27,29,10
28,63,2
29,28,14
30,58,6
31,12,14
32,76,8
33,40,11
34,73,13
35,15,2
36,20,16
37,26,8
38,44,3
39,54,9
40,37,13
41,34,3
42,54,15
43,31,1
44,74,15
45,31,3
46,50,5
47,24,12
48,70,10
49,66,14
50,19,5
51,21,4
52,56,14
53,24,9
54,42,13
55,33,12
56,80,14
57,10,14
58,44,2
59,67,12
60,69,5
61,36,13
62,44,12
63,39,7
64,20,14
65,79,9
66,69,14
67,13,4
68,56,16
69,65,7
70,11,15
71,72,11
72,37,10
73,47,8
74,20,6
75,57,15
76,67,12
77,48,8
78,30,16
79,50,4
80,11,15
81,43,3
82,37,15
83,25,11
84,16,11
85,59,16
86,37,10
87,54,16
88,27,2
89,69,5
90,73,8
91,74,5
92,62,13
93,41,8
94,27,5
95,69,2
96,57,15
97,23,8
98,15,9
99,56,2
100,15,7
101,63,9
102,49,15
103,10,11
104,57,7
105,36,6
106,72,6
107,49,3
108,31,8
109,74,12
110,77,3
111,31,16
112,10,1
113,77,11
114,24,12
115,39,8
116,16,3
117,77,6
118,49,6
119,10,2
120,71,12
121,59,10
122,39,9
123,34,14
124,75,12
125,38,10
126,62,10
127,72,7
128,52,16
