1,1009,4
1,1028,5
1,1056,4
1,1057,3
1,1080,5
1,1088,5
1,1092,2
1,1093,1
1,1097,2
1,1099,3
2,1000,1
2,1002,3
2,1003,2
2,1018,3
2,1026,3
2,1046,1
2,1048,2
2,1051,1
2,1071,1
2,1073,5
2,1082,4
2,1095,3
2,1096,2
2,1098,2
3,1002,2
3,1007,5
3,1014,4
3,1015,5
3,1015,2
3,1021,5
3,1023,3
3,1026,5
3,1036,1
3,1036,1
3,1040,4
3,1043,2
3,1053,4
3,1053,3
3,1055,2
3,1062,1
3,1072,2
3,1077,2
3,1083,2
3,1084,4
3,1095,3
4,1000,1
4,1021,1
4,1022,1
4,1041,1
4,1042,2
4,1042,2
4,1050,1
4,1053,3
4,1059,2
4,1062,5
4,1062,4
4,1083,2
4,1087,5
4,1089,3
4,1095,3
5,1000,5
5,1003,2
5,1005,5
5,1009,4
5,1009,2
5,1015,2
5,1017,4
5,1026,1
5,1035,5
5,1035,4
5,1036,5
5,1054,3
5,1054,5
5,1061,4
5,1065,5
5,1065,5
5,1069,1
5,1077,4
6,1005,4
6,1014,5
6,1023,2
6,1039,4
6,1045,4
6,1049,1
6,1050,5
6,1056,5
6,1065,1
6,1075,2
6,1077,3
6,1085,5
7,1000,5
7,1004,5
7,1016,3
7,1021,4
7,1033,2
7,1035,5
7,1036,4
7,1041,3
7,1042,1
7,1047,3
7,1049,4
7,1061,5
7,1062,4
7,1083,4
8,1003,1
8,1009,2
8,1011,1
8,1015,2
8,1029,1
8,1044,2
8,1050,2
8,1050,5
8,1050,2
8,1056,3
8,1064,5
8,1083,3
8,1089,5
8,1090,4
8,1096,2
9,1005,5
9,1005,4
9,1007,5
9,1017,3
9,1021,1
9,1027,5
9,1028,2
9,1028,4
9,1030,1
9,1033,3
9,1035,3
9,1042,1
9,1049,2
9,1057,4
9,1070,1
9,1092,2
9,1096,5
9,1098,3
10,1000,2
10,1007,2
10,1007,5
10,1011,1
10,1013,5
10,1019,3
10,1031,1
10,1032,5
10,1052,4
10,1060,3
10,1063,1
10,1063,3
10,1066,4
10,1073,4
10,1079,1
10,1085,5
10,1086,3
10,1086,1
10,1087,4
10,1089,3
10,1093,5
10,1093,1
11,1004,4
11,1013,5
11,1033,2
11,1034,3
11,1038,3
11,1038,3
11,1041,2
11,1043,1
11,1048,3
11,1051,4
11,1065,4
11,1066,2
11,1076,5
11,1080,4
11,1089,3
11,1091,3
11,1100,2
12,1000,4
12,1003,5
12,1006,5
12,1011,1
12,1015,2
12,1028,5
12,1029,5
12,1032,3
12,1034,4
12,1047,4
12,1055,1
12,1056,2
12,1065,1
12,1083,2
12,1098,5
13,1004,2
13,1006,1
13,1013,5
13,1018,5
13,1019,2
13,1042,4
13,1053,4
13,1058,5
13,1060,5
13,1069,2
13,1077,1
14,1000,5
14,1013,2
14,1017,4
14,1027,4
14,1043,3
14,1048,2
14,1059,4
14,1061,4
14,1063,1
14,1078,2
14,1079,5
14,1080,1
14,1085,4
14,1089,4
14,1092,3
14,1100,5
15,1001,2
15,1017,3
15,1020,3
15,1022,5
15,1033,5
15,1033,2
15,1034,1
15,1036,4
15,1041,4
15,1049,1
15,1052,2
15,1063,3
15,1072,2
15,1094,4
15,1100,2
16,1009,1
16,1022,3
16,1046,1
16,1048,2
16,1049,3
16,1053,1
16,1066,3
16,1073,1
16,1085,2
16,1094,5
17,1005,4
17,1018,1
17,1034,1
17,1035,3
17,1035,1
17,1050,1
17,1079,3
17,1082,3
17,1092,2
17,1093,3
17,1093,4
18,1001,2
18,1017,2
18,1023,3
18,1024,5
18,1058,5
18,1060,2
18,1063,1
18,1066,5
18,1069,3
18,1075,4
18,1083,3
18,1083,1
18,1086,5
19,1021,5
19,1023,4
19,1024,4
19,1025,1
19,1025,5
19,1064,4
19,1072,5
19,1085,3
19,1086,1
20,1011,2
20,1012,4
20,1015,3
20,1018,4
20,1019,5
20,1021,3
20,1026,4
20,1026,1
20,1036,3
20,1038,4
20,1042,2
20,1044,4
20,1044,4
20,1053,5
20,1055,1
20,1069,4
20,1073,3
20,1074,5
20,1082,1
20,1094,4
21,1000,1
21,1005,2
21,1009,4
21,1015,4
21,1016,2
21,1027,2
21,1034,3
21,1036,2
21,1040,3
21,1046,4
21,1049,3
21,1051,4
21,1054,1
21,1057,5
21,1066,5
21,1071,4
21,1086,1
22,1003,5
22,1003,1
22,1004,5
22,1010,5
22,1016,5
22,1051,5
22,1053,4
22,1054,4
22,1061,2
22,1069,2
22,1070,3
22,1079,3
22,1082,4
22,1082,1
22,1084,5
22,1089,1
22,1090,2
22,1092,4
22,1096,3
23,1001,5
23,1009,5
23,1009,1
23,1027,1
23,1029,1
23,1031,5
23,1032,4
23,1032,3
23,1036,2
23,1039,4
23,1045,3
23,1046,2
23,1046,1
23,1048,3
23,1053,1
23,1054,3
23,1067,1
23,1070,1
23,1071,3
23,1080,5
23,1086,5
23,1091,3
23,1093,5
23,1094,2
24,1010,1
24,1014,1
24,1014,3
24,1016,5
24,1018,3
24,1026,3
24,1030,4
24,1032,1
24,1035,3
24,1038,3
24,1041,3
24,1066,5
24,1074,3
24,1075,2
24,1077,5
24,1083,2
24,1086,3
24,1097,2
25,1012,1
25,1019,5
25,1028,5
25,1030,3
25,1032,2
25,1042,3
25,1044,4
25,1074,2
25,1076,4
25,1084,5
25,1092,4
25,1094,1
25,1096,5
26,1001,5
26,1011,5
26,1019,1
26,1031,3
26,1050,3
26,1052,1
26,1054,5
26,1073,3
26,1084,3
26,1086,2
26,1093,4
26,1096,5
27,1007,3
27,1010,5
27,1019,4
27,1019,5
27,1025,1
27,1026,4
27,1027,2
27,1034,2
27,1054,2
27,1064,5
27,1069,4
27,1073,2
27,1074,1
27,1075,2
27,1081,4
27,1082,1
27,1086,1
27,1088,5
27,1092,2
27,1095,4
27,1100,4
28,1006,1
28,1007,1
28,1013,4
28,1015,3
28,1033,4
28,1043,5
28,1057,3
28,1061,1
28,1064,4
28,1067,2
28,1069,3
28,1100,1
29,1002,5
29,1008,2
29,1013,3
29,1015,2
29,1033,4
29,1047,1
29,1051,3
29,1052,5
29,1053,5
29,1055,5
29,1064,5
29,1066,2
29,1068,4
29,1070,3
29,1084,4
29,1090,4
29,1100,3
30,1002,2
30,1002,3
30,1004,4
30,1005,5
30,1006,2
30,1006,4
30,1009,2
30,1024,2
30,1032,4
30,1038,5
30,1053,2
30,1053,1
30,1064,1
30,1071,4
30,1075,3
30,1090,3
30,1096,5
30,1097,2
31,1008,1
31,1008,2
31,1009,4
31,1023,5
31,1024,3
31,1036,5
31,1042,3
31,1055,2
31,1056,5
31,1065,5
31,1076,2
31,1080,3
31,1083,2
31,1090,3
31,1096,2
31,1100,5
32,1003,4
32,1010,1
32,1016,2
32,1017,1
32,1017,1
32,1020,2
32,1020,5
32,1020,2
32,1022,4
32,1032,2
32,1046,4
32,1062,5
32,1066,3
32,1084,2
32,1094,3
32,1095,5
32,1100,2
33,1006,5
33,1010,1
33,1017,1
33,1025,1
33,1027,1
33,1032,3
33,1035,5
33,1037,4
33,1041,2
33,1046,1
33,1047,1
33,1056,2
33,1062,1
33,1071,1
33,1098,2
34,1027,2
34,1044,2
34,1057,4
34,1060,5
34,1062,2
34,1062,1
34,1067,2
34,1070,2
34,1071,2
34,1077,2
34,1081,5
34,1083,4
34,1083,3
34,1089,1
35,1010,3
35,1012,1
35,1013,3
35,1017,1
35,1023,1
35,1023,3
35,1037,1
35,1043,5
35,1052,2
35,1053,2
35,1058,4
35,1059,2
35,1062,2
35,1063,4
35,1068,1
35,1077,1
35,1079,2
35,1084,1
35,1088,3
35,1088,1
35,1096,4
36,1012,3
36,1024,2
36,1028,4
36,1041,4
36,1048,3
36,1048,2
36,1052,5
36,1069,3
36,1082,5
36,1086,2
36,1087,2
36,1089,1
36,1100,1
37,1010,2
37,1010,1
37,1022,4
37,1024,2
37,1027,1
37,1032,4
37,1036,2
37,1047,2
37,1051,1
37,1063,1
37,1063,4
37,1066,4
37,1075,4
37,1079,3
37,1084,5
37,1085,3
37,1099,4
38,1029,3
38,1031,3
38,1032,3
38,1034,3
38,1038,2
38,1040,1
38,1040,2
38,1043,3
38,1056,4
38,1061,2
38,1065,2
38,1065,4
38,1082,1
38,1089,5
38,1098,2
38,1098,1
39,1002,1
39,1002,1
39,1006,3
39,1016,1
39,1019,4
39,1033,3
39,1058,4
39,1060,2
39,1065,3
39,1076,1
39,1079,4
39,1098,3
39,1099,4
40,1000,4
40,1007,2
40,1007,2
40,1008,4
40,1013,4
40,1015,5
40,1016,1
40,1028,5
40,1030,2
40,1041,1
40,1043,5
40,1044,2
40,1055,1
40,1057,2
40,1057,2
40,1060,1
40,1092,3
41,1008,1
41,1008,2
41,1010,2
41,1013,2
41,1044,5
41,1045,4
41,1045,4
41,1051,1
41,1054,3
41,1064,2
41,1067,1
41,1068,5
41,1070,3
41,1073,2
41,1086,4
41,1089,3
41,1096,5
41,1096,4
42,1016,2
42,1028,5
42,1036,5
42,1050,5
42,1051,3
42,1057,3
42,1067,2
42,1075,4
42,1077,4
42,1080,3
42,1086,1
42,1086,4
42,1092,5
42,1092,4
42,1099,2
43,1016,5
43,1020,2
43,1023,5
43,1025,3
43,1045,4
43,1051,5
43,1057,5
43,1062,2
43,1079,5
43,1079,4
43,1084,5
43,1099,3
44,1011,2
44,1023,3
44,1029,5
44,1046,5
44,1056,4
44,1060,5
44,1063,5
44,1064,5
44,1074,4
44,1074,5
44,1075,2
44,1077,1
44,1088,2
44,1091,1
45,1001,1
45,1010,5
45,1018,2
45,1020,5
45,1027,5
45,1029,5
45,1035,1
45,1047,3
45,1048,5
45,1054,5
45,1054,3
45,1061,3
45,1070,4
45,1073,1
45,1080,4
45,1084,1
45,1084,5
45,1087,5
45,1095,5
45,1096,3
45,1098,4
46,1022,1
46,1058,3
46,1065,2
46,1065,3
46,1071,5
46,1091,3
46,1098,5
47,1006,4
47,1007,2
47,1018,1
47,1021,4
47,1045,4
47,1046,1
47,1050,4
47,1066,5
47,1081,1
47,1084,3
47,1091,5
48,1015,4
48,1016,3
48,1023,1
48,1026,3
48,1029,5
48,1031,4
48,1032,4
48,1033,2
48,1059,3
48,1063,2
48,1068,4
48,1068,5
48,1080,2
48,1087,1
48,1096,1
49,1005,1
49,1006,1
49,1007,2
49,1008,2
49,1010,5
